State;Continent;Owner;RT.com;Spt.ru;All %;OK;Fail;Flag;Euro %;OK;Fail;Flag;TTJA %;OK;Fail;Flag;NEPLP %;OK;Fail;Flag;Cat3 %;Cat5 %
CH;EU;Monzoon Networks AG;0;1;0.32;73;34;0;0.88;4;28;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
UA;EU;Donbass Electronic Communications Ltd.;0;0;0.3;19;8;0;0.57;3;4;0;0.0;3;0;0;0.21;15;4;0;0.0;0.0
DE;EU;netcup GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;PVimpelCom;0;0;0.16;31;6;0;0.42;7;5;0;0.0;1;0;0;0.04;24;1;0;0.0;0.0
PL;EU;Academic Computer Centre CYFRONET AGH;0;0;0.25;82;27;0;0.54;16;19;1;0.22;7;2;0;0.16;63;12;0;0.33;0.2
DE;EU;Hetzner Online GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;IONOS SE;0;0;0.19;76;18;0;0.45;17;14;0;0.0;7;0;0;0.11;57;7;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.17;43;9;0;0.44;9;7;0;0.0;4;0;0;0.11;31;4;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CZ;EU;FreeTel, s.r.o.;0;0;0.21;76;20;0;0.49;18;17;0;0.0;9;0;0;0.11;55;7;0;0.0;0.0
GB;EU;SPRINTLINK;0;0;0.11;86;11;0;0.27;16;6;0;0.0;9;0;0;0.09;67;7;0;0.0;0.0
NL;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
IS;EU;Advania Island ehf;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;AS250.net Foundation;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
FR;EU;Online S.a.s.;0;0;0.2;86;21;0;0.48;17;16;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
FR;EU;Ecritel SASU;1;0;0.31;71;32;0;0.84;5;27;1;0.0;7;0;0;0.14;63;10;0;0.33;0.4
MK;EU;Univerzitet Sv. Kiril i Metodij;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;alwaysON Limited;0;0;0.21;85;22;0;0.49;18;17;0;0.0;9;0;0;0.12;64;9;0;0.0;0.0
PL;EU;M247 Ltd;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;MDNX;0;0;0.24;38;12;0;0.53;9;10;1;0.0;3;0;0;0.1;28;3;0;0.33;0.2
BY;EU;Pe netberry;0;0;0.2;86;22;0;0.52;16;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.2;82;20;0;0.5;15;15;0;0.0;9;0;0;0.12;64;9;0;0.0;0.0
DK;EU;Danish network for Research and Education;0;0;0.2;86;21;0;0.5;16;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.23;80;24;0;0.61;12;19;1;0.0;9;0;0;0.12;65;9;0;0.33;0.2
DE;EU;Baumann Technologie GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;R-KOM Telekommunikationsgesellschaft mbH & Co. KG;0;0;0.21;87;23;0;0.51;17;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
GB;EU;Pulsant (Scotland) Ltd;0;0;0.2;80;20;0;0.5;15;15;0;0.0;7;0;0;0.13;62;9;0;0.0;0.0
IE;EU;M247 Ltd;0;0;0.23;84;25;0;0.47;18;16;0;0.11;8;1;0;0.16;64;12;0;0.0;0.0
DK;EU;Danish network for Research and Education;0;0;0.21;84;22;0;0.55;14;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
GB;EU;LEVEL3;0;0;0.26;77;27;0;0.5;17;17;0;0.12;7;1;0;0.18;58;13;0;0.0;0.0
DE;EU;Freie Netze Muenchen e.V.;0;1;0.34;73;37;0;0.89;4;31;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
FR;EU;OVH SAS;0;0;0.19;88;20;0;0.45;18;15;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CH;EU;Bluewin;0;1;0.33;73;36;0;0.88;4;30;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
RU;EU;Intersvyaz-2 JSC;0;0;0.19;26;6;0;0.38;5;3;0;0.0;3;0;0;0.16;21;4;0;0.0;0.0
RO;EU;Euroweb Romania S.R.L.;0;0;0.23;80;24;0;0.47;18;16;0;0.0;9;0;0;0.17;59;12;0;0.0;0.0
SE;EU;Atea A/S;0;0;0.2;87;22;0;0.49;18;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
DE;EU;Lennart Seitz;0;0;0.21;83;22;0;0.49;18;17;0;0.0;8;0;0;0.12;63;9;0;0.0;0.0
NL;EU;Netwerkvereniging Coloclue;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CH;EU;Private Layer INC;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DK;EU;Kracon ApS;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;LLC Digital Network;0;0;0.21;27;7;0;0.75;1;3;0;0.0;3;0;0;0.17;25;5;0;0.0;0.0
ES;EU;Electronica Martinez de Cartagena S.L.;0;0;0.2;70;18;0;0.5;16;16;0;0.0;4;0;0;0.1;52;6;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.18;18;4;0;0.29;5;2;0;0.0;1;0;0;0.14;12;2;0;0.0;0.0
RO;EU;Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
IT;EU;M247 Ltd;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.2;86;22;0;0.49;18;17;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
CZ;EU;CZ.NIC, z.s.p.o.;0;0;0.2;86;22;0;0.52;16;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
--;~~;Neustar;0;1;0.33;71;35;0;0.91;3;29;1;0.0;9;0;0;0.16;63;12;0;0.33;0.4
--;~~;Alternate DNS;0;0;0.17;91;19;0;0.4;21;14;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;MTS PJSC;0;0;0.4;6;4;0;0.8;1;4;0;0.0;1;0;0;0.0;5;0;0;0.0;0.0
FR;EU;AS-CHOOPA;0;0;0.22;75;21;0;0.48;17;16;0;0.0;8;0;0;0.12;56;8;0;0.0;0.0
DE;EU;Hetzner Online GmbH;0;0;0.19;84;20;0;0.45;18;15;0;0.0;9;0;0;0.1;63;7;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CH;EU;Bluewin;0;1;0.34;73;37;0;0.89;4;31;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
CH;EU;Bluewin;0;1;0.32;73;35;0;0.88;4;29;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
RU;EU;Joint-stock company Internet Exchange MSK-IX;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;netcup GmbH;0;0;0.21;86;23;0;0.53;16;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.17;15;3;0;0.5;3;3;0;0.0;2;0;0;0.0;10;0;0;0.0;0.0
CH;EU;NTD SA;0;0;0.22;84;24;0;0.53;16;18;1;0.0;9;0;0;0.15;63;11;0;0.33;0.2
PL;EU;OVH SAS;0;1;0.83;15;73;1;1.0;0;31;1;0.17;5;1;0;0.78;13;46;1;0.67;0.6
GB;EU;Wildcard UK Limited;0;0;0.33;4;2;0;0.67;1;2;0;0;0;0;0;0.0;3;0;0;0.0;0.0
RU;EU;YANDEX LLC;0;0;0.2;86;22;0;0.52;16;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
FR;EU;UUNET;0;0;0.33;73;36;0;0.91;3;32;1;0.0;9;0;0;0.13;65;10;0;0.33;0.2
BE;EU;Brutele SC;0;0;0.2;72;18;0;0.52;12;13;1;0.0;9;0;0;0.12;57;8;0;0.33;0.2
HU;EU;KIFU (Governmental Info Tech Development Agency);0;0;0.2;84;21;0;0.53;14;16;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
FI;EU;Nullroute ry;0;0;0.24;78;24;0;0.68;9;19;1;0.0;9;0;0;0.12;65;9;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Digit One LLC;0;0;0.08;23;2;0;0.12;7;1;0;0.0;3;0;0;0.12;14;2;0;0.0;0.0
BE;EU;M247 Ltd;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.25;83;27;0;0.49;18;17;0;0.0;9;0;0;0.18;62;14;0;0.0;0.0
DK;EU;Tele Danmark;0;0;0.12;93;13;0;0.26;23;8;0;0.0;9;0;0;0.11;67;8;0;0.0;0.0
NL;EU;T-Mobile Thuis BV;0;0;0.24;37;12;0;0.59;7;10;1;0.0;4;0;0;0.16;26;5;0;0.33;0.2
AT;EU;nemox.net Informationstechnologie OG;0;0;0.17;85;18;0;0.42;18;13;0;0.0;9;0;0;0.12;64;9;0;0.0;0.0
SE;EU;GleSYS AB;0;0;0.22;75;21;0;0.48;17;16;0;0.0;8;0;0;0.14;56;9;0;0.0;0.0
NL;EU;Enreach Netherlands B.V.;0;0;0.22;86;24;0;0.54;16;19;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
BG;EU;A1 Bulgaria EAD;1;0;0.43;8;6;0;1.0;0;4;0;0.0;2;0;0;0.25;6;2;0;0.0;0.2
RU;EU;Rostelecom;0;0;0.26;17;6;0;0.6;4;6;0;0;0;0;0;0.07;14;1;0;0.0;0.0
--;~~;SafeServe;0;0;0.21;77;21;0;0.53;15;17;1;0.0;9;0;0;0.12;59;8;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.25;21;7;0;0.6;4;6;0;0.0;2;0;0;0.15;17;3;0;0.0;0.0
DE;EU;SkyLink Data Center BV;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
FR;EU;Association Alsace Reseau Neutre;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CH;EU;Reichle & De-Massari AG;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;netcup GmbH;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Timer, LLC;0;0;0.14;19;3;0;0.43;4;3;0;0.0;3;0;0;0.0;14;0;0;0.0;0.0
GB;EU;Gradwell Communications Limited;0;0;0.19;83;20;0;0.48;16;15;0;0.0;8;0;0;0.11;64;8;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.2;84;21;0;0.53;14;16;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
DE;EU;Hetzner Online GmbH;0;0;0.21;85;22;0;0.49;18;17;0;0.0;9;0;0;0.12;64;9;0;0.0;0.0
--;~~;DNS.WATCH;0;1;0.31;72;33;0;0.9;3;27;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
DK;EU;Danish network for Research and Education;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;LLC Baxet;0;0;0.18;9;2;0;1.0;0;2;0;0.0;2;0;0;0.0;8;0;0;0.0;0.0
DE;EU;Contabo GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
--;~~;OpenDNS;0;0;0.22;85;24;0;0.53;16;18;1;0.11;8;1;0;0.12;67;9;0;0.33;0.2
RU;EU;JSC RDE Unico;0;0;0.2;63;16;0;0.57;10;13;1;0.0;6;0;0;0.09;50;5;0;0.33;0.2
--;~~;ControlD;0;0;0.24;84;26;0;0.6;14;21;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
NO;EU;Globalconnect As;0;0;0.21;85;22;0;0.52;16;17;1;0.0;8;0;0;0.11;67;8;0;0.33;0.2
DE;EU;Vodafone GmbH;0;0;0.19;87;20;0;0.47;17;15;0;0.0;9;0;0;0.09;67;7;0;0.0;0.0
DE;EU;Deutsche Telekom AG;0;0;0.2;80;20;0;0.47;18;16;0;0.0;9;0;0;0.12;59;8;0;0.0;0.0
GB;EU;Telecitygroup International Limited;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Sigma-Net Ltd.;0;0;0.22;29;8;0;0.5;5;5;0;0.0;3;0;0;0.2;24;6;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.07;25;2;0;0.0;6;0;0;0.0;4;0;0;0.1;19;2;0;0.0;0.0
AT;EU;netcup GmbH;0;0;0.3;62;26;0;0.88;3;21;1;0.0;8;0;0;0.14;55;9;0;0.33;0.2
LU;EU;G-Core Labs S.A.;0;0;0.24;81;25;0;0.51;17;18;1;0.0;8;0;0;0.15;62;11;0;0.33;0.2
FR;EU;OVH SAS;0;0;0.2;83;21;0;0.47;18;16;0;0.0;7;0;0;0.12;64;9;0;0.0;0.0
RU;EU;JSC Ufanet;0;0;0.23;17;5;0;0.83;1;5;0;0;0;0;0;0.11;16;2;0;0.0;0.0
BE;EU;lcp nv;0;0;0.22;83;23;0;0.49;18;17;0;0.0;8;0;0;0.14;63;10;0;0.0;0.0
--;~~;AdGuard;0;0;0.23;73;22;0;0.77;5;17;1;0.0;8;0;0;0.12;65;9;0;0.33;0.2
CH;EU;Bluewin;0;0;0.19;81;19;0;0.44;18;14;0;0.0;8;0;0;0.13;61;9;0;0.0;0.0
RU;EU;Serveroid, LLC;0;0;0.22;73;21;0;0.76;5;16;1;0.0;8;0;0;0.12;65;9;0;0.33;0.2
GB;EU;IONOS SE;0;0;0.23;74;22;0;0.57;12;16;1;0.12;7;1;0;0.13;61;9;0;0.33;0.2
DE;EU;Freie Netze Muenchen e.V.;0;1;0.38;68;41;0;0.94;2;32;1;0.0;9;0;0;0.2;61;15;0;0.33;0.4
CH;EU;Bluewin;0;0;0.19;87;20;0;0.45;18;15;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.24;78;25;0;0.63;11;19;1;0.11;8;1;0;0.12;64;9;0;0.33;0.2
PL;EU;Orange Polska Spolka Akcyjna;1;1;0.55;15;18;0;0.93;1;13;1;0.5;1;1;0;0.35;13;7;0;0.33;0.6
AT;EU;netcup GmbH;0;0;0.32;65;31;0;0.83;5;24;1;0.11;8;1;0;0.18;56;12;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.2;81;20;0;0.48;16;15;0;0.0;8;0;0;0.11;63;8;0;0.0;0.0
CZ;EU;O2 Czech Republic, a.s.;0;0;0.28;13;5;0;0.44;5;4;0;0;0;0;0;0.25;9;3;0;0.0;0.0
DE;EU;myLoc managed IT AG;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;4D Data Centres Limited;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;Deutsche Telekom AG;0;1;0.37;69;40;0;0.94;2;32;1;0.11;8;1;0;0.17;63;13;0;0.33;0.4
LV;EU;SIA SkaTVis;0;0;0.1;18;2;0;0.4;3;2;0;0.0;5;0;0;0.0;12;0;0;0.0;0.0
DE;EU;netcup GmbH;0;0;0.24;65;21;0;0.81;4;17;1;0.0;9;0;0;0.12;56;8;0;0.33;0.2
SE;EU;Telia Company AB;0;1;0.32;71;33;0;0.87;4;27;1;0.0;9;0;0;0.16;62;12;0;0.33;0.4
CH;EU;acdalis ag;0;0;0.19;87;21;0;0.47;18;16;0;0.0;8;0;0;0.12;67;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.2;86;22;0;0.49;18;17;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
GR;EU;SYNAPSECOM S.A. Provider of Telecommunications and Internet Services;0;0;0.23;82;25;0;0.47;18;16;0;0.12;7;1;0;0.16;62;12;0;0.0;0.0
GB;EU;Liquid Telecommunications Ltd;0;0;0.2;83;21;0;0.47;18;16;0;0.0;8;0;0;0.12;63;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.19;83;19;0;0.52;13;14;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
FR;EU;OVH SAS;0;0;0.26;29;10;0;0.45;11;9;0;0.0;2;0;0;0.18;18;4;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.2;35;9;0;0.58;5;7;1;0.0;3;0;0;0.12;30;4;0;0.33;0.2
AT;EU;ANEXIA Internetdienstleistungs GmbH;0;1;0.36;69;39;0;0.94;2;32;1;0.0;8;0;0;0.16;62;12;0;0.33;0.4
RU;EU;Serveroid, LLC;0;0;0.23;76;23;0;0.75;6;18;1;0.0;9;0;0;0.12;66;9;0;0.33;0.2
NL;EU;Vodafone Libertel B.V.;0;0;0.3;14;6;0;0.75;2;6;0;0.0;1;0;0;0.08;11;1;0;0.0;0.0
UA;EU;Tov Neo-telecom;0;0;0.18;18;4;0;0.43;4;3;0;0.0;2;0;0;0.07;14;1;0;0.0;0.0
GB;EU;Naglotech Limited;0;0;0.2;87;22;0;0.49;18;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
IT;EU;M247 Ltd;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
UA;EU;Ltd. Cypher;0;0;0.19;64;15;0;0.48;13;12;0;0.0;6;0;0;0.09;51;5;0;0.0;0.0
DE;EU;netcup GmbH;0;0;0.21;87;23;0;0.51;17;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
DE;EU;Hetzner Online GmbH;0;0;0.22;84;24;0;0.58;14;19;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
NL;EU;KPN B.V.;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.22;86;24;0;0.49;18;17;0;0.11;8;1;0;0.13;66;10;0;0.0;0.0
--;~~;CleanBrowsing;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;netcup GmbH;1;0;0.52;47;50;1;0.71;8;20;1;0.44;5;4;0;0.43;39;29;0;0.33;0.4
RU;EU;Serveroid, LLC;0;0;0.22;82;23;0;0.6;12;18;1;0.0;9;0;0;0.13;66;10;0;0.33;0.2
GB;EU;Gradwell Communications Limited;0;0;0.21;82;22;0;0.5;16;16;0;0.11;8;1;0;0.12;64;9;0;0.0;0.0
RU;EU;PJSC MegaFon;0;0;0.3;16;7;0;0.55;5;6;1;0;0;0;0;0.27;11;4;0;0.33;0.2
RU;EU;JSC Rosin.telekom;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
NL;EU;UUNET;0;0;0.33;73;36;0;0.91;3;31;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
FR;EU;Mediactive SAS;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.2;87;22;0;0.49;18;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.22;83;24;0;0.58;14;19;1;0.0;8;0;0;0.12;67;9;0;0.33;0.2
IT;EU;Irideos S.p.A.;0;0;0.08;23;2;0;0.4;3;2;0;0.0;3;0;0;0.0;18;0;0;0.0;0.0
IT;EU;Digital Telco s.r.l.;0;0;0.24;73;23;0;0.82;4;18;1;0.0;9;0;0;0.12;64;9;0;0.33;0.2
DE;EU;netcup GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
--;~~;XTOM;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RO;EU;Vodafone Romania S.A.;1;0;0.34;72;37;0;0.91;3;31;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
FI;EU;Hetzner Online GmbH;0;0;0.48;13;12;0;0.8;2;8;0;0;0;0;0;0.35;11;6;0;0.0;0.0
FR;EU;SFR SA;0;0;0.19;79;19;0;0.45;17;14;0;0.0;9;0;0;0.13;59;9;0;0.0;0.0
BE;EU;BELNET;0;0;0.2;87;22;0;0.49;18;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.17;10;2;0;0.4;3;2;0;0.0;1;0;0;0.0;8;0;0;0.0;0.0
PL;EU;Spoldzielnia Telekomunikacyjna OST;0;0;0.21;15;4;0;0.43;4;3;0;0;0;0;0;0.14;12;2;0;0.0;0.0
UA;EU;Content Delivery Network Ltd;0;0;0.14;59;10;0;0.5;8;8;0;0.0;6;0;0;0.09;50;5;0;0.0;0.0
