State;Continent;Owner;RT.com;Spt.ru;All %;OK;Fail;Flag;Euro %;OK;Fail;Flag;TTJA %;OK;Fail;Flag;NEPLP %;OK;Fail;Flag;Cat3 %;Cat5 %
EE;EU;RGnet OU;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;DIGITALOCEAN-ASN;0;1;0.23;83;25;0;0.57;15;20;1;0.0;9;0;0;0.15;63;11;0;0.33;0.4
DE;EU;diva-e Datacenters GmbH;0;1;0.32;73;35;0;0.88;4;29;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
RU;EU;JSC ER-Telecom Holding;0;0;0.21;46;12;0;0.45;11;9;0;0.0;2;0;0;0.1;35;4;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.26;17;6;0;0.4;6;4;0;0.0;1;0;0;0.23;10;3;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.2;79;20;0;0.52;14;15;1;0.0;7;0;0;0.12;63;9;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.15;29;5;0;0.33;8;4;0;0.0;2;0;0;0.04;23;1;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.22;21;6;0;0.56;4;5;0;0.0;1;0;0;0.06;17;1;0;0.0;0.0
RU;EU;YANDEX LLC;0;0;0.2;86;22;0;0.52;16;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.23;27;8;0;0.5;6;6;0;0.0;2;0;0;0.16;21;4;0;0.0;0.0
GB;EU;Iomart Cloud Services Limited;0;0;0.22;72;20;0;0.48;16;15;0;0.0;7;0;0;0.14;54;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.21;85;23;0;0.52;16;17;1;0.0;9;0;0;0.13;66;10;0;0.33;0.2
BE;EU;Telenet BVBA;0;0;0.13;92;14;0;0.19;26;6;0;0.11;8;1;0;0.12;66;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.32;13;6;0;0.33;4;2;0;0;0;0;0;0.36;9;5;0;0.0;0.0
FR;EU;SFR SA;0;0;0.36;21;12;0;0.8;2;8;0;0.0;4;0;0;0.3;16;7;0;0.0;0.0
CH;EU;Bluewin;0;1;0.33;73;36;0;0.88;4;30;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
RU;EU;Rostelecom;0;0;0.17;33;7;0;0.5;7;7;0;0.0;5;0;0;0.0;25;0;0;0.0;0.0
RU;EU;Joint-stock company Internet Exchange MSK-IX;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
SK;EU;BONET Systems, s.r.o.;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;ADDIX Internet Services GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;LLC Megacom-IT;0;0;0.23;10;3;0;0.4;3;2;0;0.0;1;0;0;0.12;7;1;0;0.0;0.0
DE;EU;OVH SAS;0;1;0.27;78;29;0;0.64;12;21;1;0.11;8;1;0;0.15;64;11;0;0.33;0.4
NO;EU;Globalconnect As;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.19;77;18;0;0.41;16;11;0;0.12;7;1;0;0.13;60;9;0;0.0;0.0
FR;EU;Host Europe GmbH;0;0;0.19;84;20;0;0.5;15;15;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
RU;EU;YANDEX LLC;0;0;0.2;86;22;0;0.5;17;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
GB;EU;M247 Ltd;0;0;0.3;69;30;0;0.86;4;25;1;0.0;9;0;0;0.15;60;11;0;0.33;0.2
DE;EU;netcup GmbH;0;0;0.22;85;24;0;0.54;16;19;1;0.0;9;0;0;0.12;66;9;0;0.33;0.2
NL;EU;The Infrastructure Group B.V.;0;0;0.21;87;23;0;0.49;18;17;0;0.0;9;0;0;0.13;66;10;0;0.0;0.0
DE;EU;ORACLE-BMC-31898;0;0;0.2;86;22;0;0.49;18;17;0;0.0;8;0;0;0.12;66;9;0;0.0;0.0
DE;EU;meerfarbig GmbH & Co. KG;0;0;0.22;80;22;0;0.52;16;17;1;0.0;9;0;0;0.13;61;9;0;0.33;0.2
IT;EU;Prometeo S.p.A.;0;1;0.33;72;35;0;0.88;4;29;1;0.0;9;0;0;0.16;63;12;0;0.33;0.4
RS;EU;TELEKOM SRBIJA a.d.;0;0;0.34;21;11;0;0.57;6;8;1;0.0;1;0;0;0.21;15;4;0;0.33;0.2
--;~~;Verisign Public DNS;0;0;0.25;82;28;0;0.66;12;23;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.18;42;9;0;0.5;8;8;0;0.0;4;0;0;0.06;31;2;0;0.0;0.0
RU;EU;YANDEX LLC;0;0;0.21;83;22;0;0.52;16;17;1;0.0;8;0;0;0.12;65;9;0;0.33;0.2
GB;EU;SPRINTLINK;0;0;0.12;86;12;0;0.3;16;7;0;0.0;9;0;0;0.09;67;7;0;0.0;0.0
RU;EU;Avelacom Business Ltd.;0;0;0.2;84;21;0;0.55;14;17;1;0.0;9;0;0;0.11;67;8;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.19;74;17;0;0.48;13;12;0;0.0;7;0;0;0.12;59;8;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.24;26;8;0;0.57;3;4;0;0.0;3;0;0;0.15;22;4;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RO;EU;HOSTHATCH;0;0;0.21;87;23;0;0.49;18;17;0;0.0;9;0;0;0.13;66;10;0;0.0;0.0
DE;EU;Probe Networks;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
IT;EU;Tiscali SpA;0;0;0.21;68;18;0;0.58;11;15;1;0.0;8;0;0;0.1;54;6;0;0.33;0.2
GB;EU;IONOS SE;0;0;0.22;83;24;0;0.58;14;19;1;0.0;9;0;0;0.12;66;9;0;0.33;0.2
FR;EU;Orange;1;0;0.26;81;28;0;0.57;15;20;1;0.0;9;0;0;0.16;63;12;0;0.33;0.4
RU;EU;Rostelecom;0;0;0.24;42;13;0;0.65;6;11;1;0.0;5;0;0;0.1;36;4;0;0.33;0.2
IT;EU;Irideos S.p.A.;0;0;0.19;83;19;0;0.48;15;14;0;0.0;8;0;0;0.12;66;9;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.2;20;5;0;0.44;5;4;0;0;0;0;0;0.06;16;1;0;0.0;0.0
GB;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.18;90;20;0;0.46;19;16;0;0.0;9;0;0;0.09;69;7;0;0.0;0.0
BG;EU;Ng Ltd;0;0;0.11;34;4;0;0.36;7;4;0;0.0;6;0;0;0.04;24;1;0;0.0;0.0
DE;EU;myLoc managed IT AG;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.19;85;20;0;0.5;16;16;0;0.0;9;0;0;0.11;66;8;0;0.0;0.0
NL;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
FR;EU;Mediactive SAS;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
UA;EU;Maximum-Net LLC;0;0;0.24;52;16;0;0.68;7;15;1;0.0;8;0;0;0.09;42;4;0;0.33;0.2
FR;EU;OVH SAS;0;0;0.21;73;19;0;0.47;16;14;0;0.0;7;0;0;0.14;54;9;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.19;86;20;0;0.48;16;15;0;0.0;9;0;0;0.11;67;8;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;Deutsche Telekom AG;0;0;0.26;81;28;0;0.66;12;23;1;0.0;9;0;0;0.12;66;9;0;0.33;0.2
FR;EU;OVH SAS;0;0;0.21;84;23;0;0.56;14;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
AL;EU;Kujtesa Net Sh.p.k.;0;0;0.25;33;11;0;0.59;7;10;1;0.0;4;0;0;0.15;22;4;0;0.33;0.2
RU;EU;Joint Stock Company TransTeleCom;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
BG;EU;novatel Eood;1;0;0.35;72;38;0;0.94;2;33;1;0.0;9;0;0;0.14;65;11;0;0.33;0.4
RU;EU;Serveroid, LLC;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RO;EU;RCS & RDS;0;0;0.12;85;12;0;0.3;16;7;0;0.0;9;0;0;0.1;66;7;0;0.0;0.0
SE;EU;A3 Sverige AB;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.26;51;18;0;0.56;11;14;1;0.0;7;0;0;0.17;38;8;0;0.33;0.2
DE;EU;Probe Networks;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
--;~~;CyberGhost;0;0;0.21;87;23;0;0.51;17;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
NL;EU;MICROSOFT-CORP-MSN-AS-BLOCK;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
NL;EU;XTOM;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;IT Ltd.;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;NPP Saturn Telecom Ltd.;0;0;0.2;45;11;0;0.5;9;9;0;0.0;5;0;0;0.1;35;4;0;0.0;0.0
RO;EU;Vodafone Romania S.A.;1;0;0.22;86;24;0;0.54;16;19;1;0.0;9;0;0;0.12;67;9;0;0.33;0.4
RU;EU;JSC ER-Telecom Holding;0;0;0.35;15;8;0;0.62;5;8;1;0.0;1;0;0;0.09;10;1;0;0.33;0.2
PL;EU;ATM S.A.;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
PL;EU;Netia SA;0;0;0.17;15;3;0;0.38;5;3;0;0.0;2;0;0;0.0;10;0;0;0.0;0.0
GB;EU;IONOS SE;0;0;0.22;77;22;0;0.57;13;17;1;0.0;8;0;0;0.13;61;9;0;0.33;0.2
GB;EU;OVH SAS;0;0;0.29;35;14;0;0.45;17;14;0;0.0;8;0;0;0.12;15;2;0;0.0;0.0
GB;EU;British Telecommunications PLC;0;0;0.18;86;19;0;0.45;17;14;0;0.0;9;0;0;0.11;66;8;0;0.0;0.0
RU;EU;YANDEX LLC;0;0;0.2;84;21;0;0.5;16;16;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.15;28;5;0;0.38;5;3;0;0.0;2;0;0;0.11;24;3;0;0.0;0.0
RU;EU;IT Ltd.;0;0;0.2;86;22;0;0.52;16;17;1;0.0;9;0;0;0.11;67;8;0;0.33;0.2
RU;EU;Network Management Ltd;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CZ;EU;CZ.NIC, z.s.p.o.;0;0;0.2;83;21;0;0.52;15;16;1;0.0;7;0;0;0.11;66;8;0;0.33;0.2
RU;EU;Serveroid, LLC;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.21;31;8;0;0.55;5;6;1;0.0;4;0;0;0.14;24;4;0;0.33;0.2
DE;EU;Vodafone GmbH;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;myLoc managed IT AG;0;0;0.2;87;22;0;0.49;18;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
FR;EU;SFR SA;0;0;0.2;75;19;0;0.47;16;14;0;0.0;9;0;0;0.14;56;9;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.16;47;9;0;0.44;9;7;0;0.0;6;0;0;0.05;37;2;0;0.0;0.0
RU;EU;Net By Net Holding LLC;0;0;0.23;72;21;0;0.57;12;16;1;0.0;8;0;0;0.14;56;9;0;0.33;0.2
GB;EU;M247 Ltd;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;OVH SAS;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Digit One LLC;0;0;0.19;85;20;0;0.47;18;16;0;0.0;9;0;0;0.11;64;8;0;0.0;0.0
GB;EU;Electronic Media Services Ltd;0;0;0.19;73;17;0;0.46;15;13;0;0.0;8;0;0;0.13;55;8;0;0.0;0.0
RU;EU;IT Ltd.;0;0;0.15;58;10;0;0.47;8;7;0;0.0;6;0;0;0.08;46;4;0;0.0;0.0
DE;EU;Strato AG;0;0;0.18;61;13;0;0.42;15;11;0;0.0;7;0;0;0.06;44;3;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;Hetzner Online GmbH;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
IT;EU;Archimedia SRL;0;0;0.26;52;18;0;0.79;4;15;1;0.0;6;0;0;0.13;47;7;0;0.33;0.2
RU;EU;JSC ER-Telecom Holding;0;0;0.17;40;8;0;0.54;6;7;1;0.0;2;0;0;0.05;35;2;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.18;69;15;0;0.46;13;11;0;0.0;7;0;0;0.11;54;7;0;0.0;0.0
DE;EU;vServer.site LTD;0;0;0.19;86;20;0;0.45;18;15;0;0.0;8;0;0;0.12;66;9;0;0.0;0.0
PL;EU;ATM S.A.;0;0;0.19;87;21;0;0.48;17;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;M247 Ltd;0;0;0.21;87;23;0;0.51;17;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
NL;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
RU;EU;PJSC MegaFon;0;0;0.18;81;18;0;0.52;13;14;1;0.0;8;0;0;0.11;66;8;0;0.33;0.2
LU;EU;2.56.220.2;0;0;0.21;87;23;0;0.51;17;18;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
DE;EU;Freie Netze Muenchen e.V.;0;0;0.22;86;24;0;0.54;16;19;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
GB;EU;CW Vodafone Group PLC;0;0;0.2;87;22;0;0.49;18;17;0;0.0;9;0;0;0.12;66;9;0;0.0;0.0
RU;EU;OOO Net-Nord;0;0;0.21;80;21;0;0.48;17;16;0;0.0;9;0;0;0.12;60;8;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.08;11;1;0;0.33;2;1;0;0.0;2;0;0;0.0;7;0;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;Contabo GmbH;0;0;0.21;83;22;0;0.53;15;17;1;0.0;8;0;0;0.12;66;9;0;0.33;0.2
RU;EU;Rostelecom;0;0;0.18;80;18;0;0.52;13;14;1;0.0;9;0;0;0.11;64;8;0;0.33;0.2
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
--;~~;Safe DNS;0;0;0.21;86;23;0;0.5;17;17;0;0.0;9;0;0;0.13;66;10;0;0.0;0.0
FI;EU;Hetzner Online GmbH;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.21;84;22;0;0.55;14;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
DE;EU;netcup GmbH;0;0;0.22;86;24;0;0.54;16;19;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
GB;EU;IONOS SE;0;0;0.24;81;25;0;0.59;13;19;1;0.11;8;1;0;0.12;66;9;0;0.33;0.2
UA;EU;Kyivstar PJSC;1;0;1.0;0;7;0;1.0;0;7;0;0;0;0;0;1.0;0;3;0;0.0;0.2
RU;EU;Limited Liability Company TTK-Svyaz;0;0;0.33;4;2;0;1.0;0;1;0;0.0;2;0;0;0.5;2;2;0;0.0;0.0
CH;EU;Bluewin;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
RU;EU;Beltelecom LLC;0;0;0.26;32;11;0;0.59;7;10;1;0.0;1;0;0;0.14;24;4;0;0.33;0.2
NL;EU;NForce Entertainment B.V.;0;1;0.33;73;36;0;0.88;4;30;1;0.0;9;0;0;0.16;64;12;0;0.33;0.4
FR;EU;Association Gitoyen;0;0;0.21;77;20;0;0.67;8;16;1;0.0;9;0;0;0.11;65;8;0;0.33;0.2
--;~~;Comodo Secure;0;0;0.22;70;20;0;0.8;4;16;1;0.0;9;0;0;0.12;61;8;0;0.33;0.2
RU;EU;Holding Company Interros (LLC);0;0;0.2;86;22;0;0.49;18;17;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
BG;EU;Orlandonet ltd.;0;0;0.07;27;2;0;0.12;7;1;0;0.0;2;0;0;0.05;21;1;0;0.0;0.0
NL;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
DE;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
RU;EU;OnTelecom LLC;0;0;0.22;7;2;0;0.5;2;2;0;0.0;1;0;0;0.17;5;1;0;0.0;0.0
DE;EU;DIGITALOCEAN-ASN;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
LT;EU;Telia Lietuva, AB;0;0;0.24;63;20;0;0.61;9;14;1;0.0;7;0;0;0.15;53;9;0;0.33;0.2
PL;EU;University of Warmia and Mazury in Olsztyn, Poland;0;0;0.22;66;19;0;0.56;12;15;1;0.0;7;0;0;0.13;52;8;0;0.33;0.2
FR;EU;OVH SAS;0;0;0.2;86;21;0;0.5;16;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
ES;EU;M247 Ltd;0;0;0.23;84;25;0;0.49;18;17;0;0.0;8;0;0;0.16;64;12;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.17;33;7;0;0.5;4;4;0;0.0;4;0;0;0.1;28;3;0;0.0;0.0
RU;EU;YANDEX LLC;0;0;0.18;86;19;0;0.47;16;14;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
IT;EU;Dieffeitalia.it S.r.l.;0;0;0.17;25;5;0;0.4;3;2;0;0.0;1;0;0;0.12;21;3;0;0.0;0.0
RU;EU;OJSC Comcor;0;0;0.23;24;7;0;0.43;8;6;0;0.0;2;0;0;0.12;15;2;0;0.0;0.0
RU;EU;Rostelecom;0;0;0.21;63;17;0;0.44;15;12;0;0.0;6;0;0;0.15;47;8;0;0.0;0.0
RU;EU;PJSC Bashinformsvyaz;0;0;0.25;6;2;0;0.0;1;0;0;0.0;1;0;0;0.33;4;2;0;0.0;0.0
GB;EU;LEVEL3;0;0;0.2;86;21;0;0.39;20;13;0;0.12;7;1;0;0.12;67;9;0;0.0;0.0
NL;EU;UUNET;0;0;0.34;73;37;0;0.91;3;32;1;0.0;9;0;0;0.14;65;11;0;0.33;0.2
DE;EU;CW Vodafone Group PLC;0;0;0.2;86;22;0;0.52;16;17;1;0.0;9;0;0;0.12;67;9;0;0.33;0.2
CH;EU;Exion Networks SA;0;0;0.23;74;22;0;0.57;13;17;1;0.0;8;0;0;0.14;57;9;0;0.33;0.2
DE;EU;Hetzner Online GmbH;0;0;0.2;86;22;0;0.49;18;17;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
CH;EU;Monzoon Networks AG;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
DE;EU;myLoc managed IT AG;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
GB;EU;Gigastream plc;1;1;0.46;57;48;0;0.66;12;23;1;0.22;7;2;0;0.39;43;28;0;0.33;0.6
DE;EU;Hetzner Online GmbH;0;0;0.21;83;22;0;0.48;17;16;0;0.0;9;0;0;0.12;63;9;0;0.0;0.0
--;~~;Hurricane Electric;0;0;0.2;86;22;0;0.49;18;17;0;0.0;9;0;0;0.12;65;9;0;0.0;0.0
RU;EU;JSC ER-Telecom Holding;0;0;0.2;88;22;0;0.49;18;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
UA;EU;Lancom Ltd.;0;0;0.26;35;12;0;0.46;13;11;0;0.0;5;0;0;0.13;20;3;0;0.0;0.0
DE;EU;Hetzner Online GmbH;0;0;0.19;88;21;0;0.47;18;16;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
--;~~;XTOM;0;0;0.2;87;22;0;0.5;17;17;0;0.0;9;0;0;0.12;67;9;0;0.0;0.0
PL;EU;Academic Computer Centre CYFRONET AGH;0;0;0.23;85;25;0;0.49;18;17;0;0.22;7;2;0;0.16;64;12;0;0.0;0.0
BE;EU;Telenet BVBA;0;0;0.14;90;15;0;0.18;27;6;0;0.12;7;1;0;0.14;62;10;0;0.0;0.0
CZ;EU;CZ.NIC, z.s.p.o.;0;0;0.2;86;22;0;0.5;17;17;0;0.0;8;0;0;0.12;67;9;0;0.0;0.0
PL;EU;eTOP sp. z o.o.;0;0;0.22;83;23;0;0.45;18;15;0;0.0;9;0;0;0.15;62;11;0;0.0;0.0
FR;EU;OVH SAS;0;0;0.21;84;23;0;0.53;16;18;1;0.0;9;0;0;0.12;65;9;0;0.33;0.2
